Protein_ID,Length,Mean_IUPred,Disorder_Fraction,Longest_IDR,Mean_IUPred_N50,Disorder_Fraction_N50,Longest_IDR_N50
tr|Q9VLK1|Q9VLK1_DROME,662,0.6735706691842902,0.7809667673716012,179,0.44660616,0.32,14
tr|F0JAQ8|F0JAQ8_DROME,662,0.6115648655589119,0.7129909365558912,140,0.6358670599999998,0.82,40
tr|Q9VGD0|Q9VGD0_DROME,662,0.40920167371601207,0.338368580060423,54,0.34785716,0.42,18
tr|Q8IR58|Q8IR58_DROME,662,0.4132922205438069,0.2054380664652568,21,0.20581447999999994,0.0,0
sp|Q8MSG8|APTX_DROME,662,0.41198131117824766,0.3867069486404834,232,0.05425764000000001,0.0,0
tr|Q9VMQ8|Q9VMQ8_DROME,662,0.16834632024169244,0.04078549848942598,20,0.54803554,0.46,20
sp|Q7K4Q5|Y0417_DROME,662,0.5078434546827798,0.5030211480362538,199,0.37493924,0.06,2
tr|Q9W245|Q9W245_DROME,661,0.2933866021180029,0.03479576399394856,11,0.3202346000000001,0.04,2
tr|Q0E8Q6|Q0E8Q6_DROME,661,0.27421152798789744,0.0680786686838124,10,0.31207060000000003,0.08,2
sp|Q94523|SDHA_DROME,661,0.29040166565809417,0.08774583963691376,12,0.32054266000000003,0.24,12
sp|P40421|RDGC_DROME,661,0.22386278517397867,0.05143721633888049,20,0.17602942000000005,0.0,0
tr|Q9VYI6|Q9VYI6_DROME,661,0.29376348714069567,0.17700453857791226,33,0.31977689999999986,0.0,0
tr|Q9VZW0|Q9VZW0_DROME,661,0.2753412677760969,0.17397881996974282,41,0.7425005599999998,0.84,41
sp|P09052|VASA1_DROME,661,0.41701368532526467,0.3691376701966717,192,0.8157951399999999,1.0,50
tr|Q9VV90|Q9VV90_DROME,660,0.45246883787878683,0.37272727272727274,54,0.5692652600000001,0.78,32
tr|A1Z935|A1Z935_DROME,660,0.2717366499999999,0.18484848484848485,56,0.4596840999999998,0.34,8
tr|Q9VFW5|Q9VFW5_DROME,660,0.28955418484848466,0.29393939393939394,97,0.40333054,0.14,6
tr|A1Z8L3|A1Z8L3_DROME,660,0.17143655454545476,0.02727272727272727,12,0.20131748000000002,0.0,0
tr|Q9W329|Q9W329_DROME,660,0.43526534696969643,0.353030303030303,61,0.3184189,0.26,12
sp|Q94890|H15_DROME,660,0.6289066590909087,0.5924242424242424,185,0.84916502,1.0,50
sp|Q8WSF3|FDL_DROME,660,0.19109855303030285,0.024242424242424242,13,0.15523042,0.06,2
tr|Q9VIK1|Q9VIK1_DROME,659,0.08576096509863422,0.004552352048558422,3,0.060384799999999995,0.0,0
sp|Q9VMD6|RETM_DROME,659,0.1951309726858876,0.03338391502276176,9,0.11238362,0.0,0
tr|Q9VMK2|Q9VMK2_DROME,659,0.6775474188163886,0.7814871016691958,291,0.31330898,0.28,14
tr|Q9VQ22|Q9VQ22_DROME,659,0.4753069605462821,0.3975720789074355,180,0.24318469999999998,0.0,0
sp|P22807|SLOU_DROME,659,0.7245100242792113,0.8315629742033384,276,0.8145460799999998,1.0,50
tr|Q95U58|Q95U58_DROME,659,0.17369005007587232,0.04704097116843703,12,0.38622460000000003,0.24,12
tr|Q8IMH9|Q8IMH9_DROME,659,0.25265335963581154,0.14871016691957512,32,0.46078722,0.42,14
tr|Q9VRY7|Q9VRY7_DROME,659,0.5554683672230654,0.5948406676783005,78,0.8202338599999999,1.0,50
tr|Q9VTK7|Q9VTK7_DROME,659,0.6326136251896808,0.7101669195751138,249,0.8116212199999998,1.0,50
tr|Q8MQZ8|Q8MQZ8_DROME,658,0.28014450759878395,0.22340425531914893,55,0.33690734,0.18,5
sp|Q9VRK8|PLBL_DROME,658,0.28773734650455923,0.11702127659574468,26,0.042079319999999996,0.0,0
tr|Q7JWI7|Q7JWI7_DROME,658,0.21237014133738602,0.1899696048632219,56,0.5056596,0.48,24
sp|A6MHQ4|NKAIN_DROME,658,0.5393099103343458,0.6702127659574468,141,0.00245392,0.0,0
tr|Q9VB22|Q9VB22_DROME,658,0.5100412416413376,0.4878419452887538,273,0.47577442000000025,0.4,20
tr|Q8IQI3|Q8IQI3_DROME,658,0.5987339954407294,0.6580547112462006,152,0.79661336,1.0,50
sp|Q8I7C3|LASP1_DROME,657,0.6517094155251147,0.7625570776255708,253,0.10127173999999999,0.0,0
tr|M9PF20|M9PF20_DROME,657,0.7896518219178082,0.898021308980213,420,0.4157173599999999,0.26,8
tr|Q7KTL5|Q7KTL5_DROME,657,0.5470815038051746,0.6057838660578386,92,0.47092093999999984,0.28,7
sp|Q9VY01|EO_DROME,657,0.2710032907153729,0.0806697108066971,12,0.25538530000000004,0.24,12
tr|Q9W1Z4|Q9W1Z4_DROME,657,0.44713022831050275,0.3226788432267884,88,0.9657215199999999,1.0,50
tr|Q8IQV1|Q8IQV1_DROME,657,0.2692867579908675,0.0426179604261796,11,0.22222135999999998,0.0,0
sp|P04197|MYB_DROME,657,0.5407549573820389,0.5601217656012176,77,0.8093827199999999,1.0,50
tr|Q9W124|Q9W124_DROME,657,0.609623095890411,0.6423135464231354,186,0.6380080600000002,0.82,40
sp|Q9VMH0|TECT_DROME,657,0.25914875951293775,0.0882800608828006,28,0.36218626000000015,0.34,16
tr|Q9VBR6|Q9VBR6_DROME,657,0.1941839406392693,0.0060882800608828,3,0.11974649999999999,0.0,0
tr|A1Z6Q3|A1Z6Q3_DROME,656,0.043551420731707355,0.001524390243902439,1,0.11693901999999996,0.0,0
tr|Q9Y114|Q9Y114_DROME,656,0.5503121006097557,0.5716463414634146,147,0.21036738,0.0,0
sp|P29844|BIP_DROME,656,0.36904077286585363,0.22103658536585366,27,0.14332992,0.0,0
tr|Q9VMI1|Q9VMI1_DROME,656,0.2977775548780491,0.1951219512195122,61,0.31029492000000003,0.2,10
tr|Q9VX51|Q9VX51_DROME,655,0.22430161526717554,0.09312977099236641,42,0.6097402999999999,0.94,42
tr|Q9W3P4|Q9W3P4_DROME,655,0.09767707938931292,0.0030534351145038168,2,0.08560951999999998,0.0,0
sp|P08510|KCNAS_DROME,655,0.3226161297709922,0.3374045801526718,78,0.67319356,0.88,44
tr|Q9VME2|Q9VME2_DROME,655,0.18093257862595422,0.007633587786259542,2,0.16150941999999993,0.0,0
sp|Q9W5A5|TTY2_DROME,655,0.32303833282442757,0.3068702290076336,177,0.17594171999999997,0.0,0
tr|Q9VYJ1|Q9VYJ1_DROME,655,0.1700602534351144,0.01984732824427481,12,0.19049567999999995,0.0,0
sp|Q9W1J3|GAD1_DROME,655,0.45466792213740487,0.3893129770992366,87,0.72814898,0.84,42
sp|Q7K5M0|SCARF_DROME,655,0.37657551755725177,0.23511450381679388,132,0.21005253999999998,0.06,3
tr|A0A6H2EG63|A0A6H2EG63_DROME,655,0.5213340931297712,0.5190839694656488,67,0.42601111999999985,0.22,10
tr|Q9V3F9|Q9V3F9_DROME,655,0.18972531603053436,0.15572519083969466,47,0.4343877000000002,0.56,24
tr|M9PGY6|M9PGY6_DROME,655,0.5889746870229003,0.6473282442748092,158,0.30819602000000007,0.06,2
sp|Q9VK41|TTC30_DROME,655,0.1626371221374048,0.025954198473282442,7,0.11693588000000002,0.0,0
tr|A0A0C4FEI8|A0A0C4FEI8_DROME,655,0.2823453938931297,0.11450381679389313,25,0.4173315800000001,0.2,3
tr|Q7K0L2|Q7K0L2_DROME,654,0.20265430886850147,0.06422018348623854,22,0.47976357999999986,0.44,22
tr|M9PBR6|M9PBR6_DROME,654,0.20875351529052,0.04892966360856269,9,0.4235053200000001,0.38,9
tr|Q9VC29|Q9VC29_DROME,654,0.09744124311926586,0.012232415902140673,7,0.37932122,0.14,7
tr|Q7K330|Q7K330_DROME,654,0.09955780428134546,0.07492354740061162,35,0.54382644,0.54,13
tr|Q9VBC7|Q9VBC7_DROME,654,0.34539441284403655,0.14067278287461774,20,0.16069182,0.02,1
sp|Q95TS5|INT9_DROME,654,0.14318857645259928,0.00764525993883792,2,0.023958999999999998,0.0,0
sp|Q9VAP2|DGT6_DROME,654,0.36717821712538234,0.2874617737003058,38,0.19413657999999995,0.0,0
tr|Q9VFX6|Q9VFX6_DROME,654,0.3048035412844035,0.2308868501529052,54,0.30234521999999997,0.0,0
tr|Q9XYZ6|Q9XYZ6_DROME,653,0.5854350444104136,0.5497702909647779,312,0.053969660000000017,0.0,0
sp|Q9VR35|MXT_DROME,653,0.4290272036753451,0.33843797856049007,60,0.3084361,0.1,2
sp|Q7K4H4|NO66_DROME,653,0.36731051607963244,0.3016845329249617,78,0.8252045999999998,1.0,50
sp|P52302|MBN_DROME,653,0.4522731929555894,0.4609494640122512,104,0.15333114,0.04,1
tr|Q9VZK2|Q9VZK2_DROME,653,0.6046494104134764,0.6462480857580398,187,0.6773026000000002,0.7,35
tr|Q86BI1|Q86BI1_DROME,653,0.36867001071975464,0.34762633996937214,60,0.23801622000000003,0.18,5
tr|Q9VKS7|Q9VKS7_DROME,652,0.38866173619631866,0.2929447852760736,30,0.4360792600000001,0.24,4
tr|Q9V4E1|Q9V4E1_DROME,652,0.357947009202454,0.30368098159509205,40,0.51537634,0.64,8
sp|Q9VBP9|NPL4_DROME,652,0.24352665797545972,0.046012269938650305,9,0.0762486,0.0,0
tr|A0A0B4KH86|A0A0B4KH86_DROME,652,0.3125029877300611,0.254601226993865,43,0.5370524,0.5,22
sp|Q9V411|NOG1_DROME,652,0.31866399999999984,0.21779141104294478,39,0.13578521999999998,0.0,0
sp|Q8IMX7|MIRO_DROME,652,0.19223249693251557,0.05061349693251534,14,0.37158462,0.24,11
sp|Q9VSH4|CPSF6_DROME,652,0.7882463266871169,0.9171779141104295,338,0.57816892,0.64,23
tr|Q9VJH0|Q9VJH0_DROME,652,0.15370482822085912,0.0352760736196319,10,0.29233983999999996,0.2,10
sp|A1Z9A8|PTCD3_DROME,652,0.22783813803680983,0.04447852760736196,9,0.3810449400000001,0.26,9
tr|Q9VME6|Q9VME6_DROME,652,0.16360203527607353,0.0015337423312883436,1,0.22163504000000003,0.0,0
tr|Q9W0G4|Q9W0G4_DROME,652,0.37104389417177935,0.25,56,0.25220645999999997,0.0,0
sp|P10674|FAS1_DROME,652,0.21757556441717793,0.032208588957055216,6,0.12513080000000001,0.0,0
tr|Q9VW35|Q9VW35_DROME,652,0.15220845398773022,0.10429447852760736,38,0.6759275999999997,0.76,38
tr|Q8T092|Q8T092_DROME,652,0.4163407714723928,0.3880368098159509,93,0.24785669999999996,0.0,0
sp|P11147|HSP7D_DROME,651,0.3594622165898615,0.1889400921658986,38,0.31274122000000004,0.04,2
tr|E1JIZ9|E1JIZ9_DROME,651,0.41927109523809464,0.3533026113671275,96,0.38448105999999993,0.4,20
tr|A8DYA6|A8DYA6_DROME,651,0.29725860368663587,0.2995391705069124,152,0.7520869199999999,1.0,50
tr|Q9VM39|Q9VM39_DROME,651,0.5340937281105989,0.6144393241167435,130,0.5676733399999998,0.6,29
tr|Q8SX97|Q8SX97_DROME,651,0.2245838264208909,0.05837173579109063,13,0.18651903999999997,0.0,0
tr|Q9W3L0|Q9W3L0_DROME,651,0.3315574101382489,0.1858678955453149,39,0.43084678000000004,0.26,9
tr|Q9VR62|Q9VR62_DROME,651,0.41999833640552997,0.29339477726574503,57,0.54671802,0.64,30
sp|Q9VKU7|GCP4_DROME,650,0.09421205999999982,0.016923076923076923,5,0.09196806,0.0,0
sp|A1ZBY1|FEM1B_DROME,650,0.15559918461538463,0.0,0,0.18275326,0.0,0
tr|Q9VDK7|Q9VDK7_DROME,650,0.34387189846153843,0.20461538461538462,79,0.24624047999999998,0.02,1
sp|Q7JRE4|MAN1_DROME,650,0.2944254923076925,0.20461538461538462,72,0.5949186200000002,0.92,26
tr|Q9VP41|Q9VP41_DROME,650,0.3760789107692306,0.31076923076923074,99,0.6829145200000002,0.9,35
tr|Q86BL8|Q86BL8_DROME,650,0.10389463846153835,0.0,0,0.03038066,0.0,0
tr|Q9W472|Q9W472_DROME,650,0.49028272000000006,0.5384615384615384,58,0.27371956,0.18,5
sp|Q8MRC9|GALT9_DROME,650,0.29959756461538467,0.18769230769230769,89,0.23316842000000004,0.24,12
tr|Q9W4P9|Q9W4P9_DROME,649,0.10553390446841279,0.020030816640986132,12,0.27205805999999993,0.0,0
tr|Q9VA48|Q9VA48_DROME,649,0.401160796610169,0.32819722650231126,126,0.1255695,0.0,0
sp|Q9VLP4|MTSH_DROME,649,0.34136334822804265,0.23266563944530047,78,0.25117981999999994,0.0,0
tr|Q9VK22|Q9VK22_DROME,649,0.2336813898305085,0.20184899845916796,108,0.0106223,0.0,0
sp|Q7K4M4|TEF_DROME,649,0.3549640647149466,0.29738058551617874,60,0.11327207999999991,0.0,0
tr|Q9VY44|Q9VY44_DROME,649,0.3378784730354394,0.24036979969183359,49,0.28606785999999995,0.16,8
tr|Q9V4A1|Q9V4A1_DROME,649,0.2813422465331277,0.061633281972265024,15,0.30962557999999996,0.0,0
tr|A1ZAZ7|A1ZAZ7_DROME,649,0.2683671741140214,0.2588597842835131,67,0.09652576000000002,0.0,0
sp|P07140|ACES_DROME,649,0.23241976425269598,0.060092449922958396,27,0.10508523999999995,0.0,0
tr|Q9VEP3|Q9VEP3_DROME,649,0.2274481386748841,0.01848998459167951,4,0.23596714,0.02,1
tr|Q24175|Q24175_DROME,649,0.25115661016949153,0.15870570107858242,38,0.3879098,0.26,10
tr|Q9VPJ1|Q9VPJ1_DROME,649,0.16681567026194125,0.10785824345146379,26,0.39874013999999997,0.36,18
tr|A0A0B4KF61|A0A0B4KF61_DROME,648,0.3688617885802471,0.2808641975308642,37,0.08366606000000001,0.0,0
tr|Q7KTJ7|Q7KTJ7_DROME,648,0.4561509243827163,0.38580246913580246,149,0.15769725999999995,0.0,0
tr|M9PCT4|M9PCT4_DROME,648,0.06449211111111106,0.0,0,0.030870080000000008,0.0,0
tr|Q7JQT0|Q7JQT0_DROME,648,0.22051638888888878,0.07407407407407407,15,0.021359559999999996,0.0,0
sp|Q9VPS5|CH60B_DROME,648,0.31570257098765436,0.10339506172839506,29,0.17585795999999998,0.0,0
tr|Q9VUC9|Q9VUC9_DROME,648,0.16357059567901222,0.009259259259259259,4,0.07298832000000001,0.0,0
tr|Q8IQJ5|Q8IQJ5_DROME,648,0.51976313117284,0.5308641975308642,62,0.4229035799999998,0.42,21
tr|Q9W0F7|Q9W0F7_DROME,648,0.1727738919753087,0.016975308641975308,10,0.12086132000000001,0.0,0
tr|A1Z6D6|A1Z6D6_DROME,648,0.06816376851851844,0.0,0,0.009643400000000002,0.0,0
sp|Q9VEC3|ARP5_DROME,648,0.36380707098765436,0.279320987654321,56,0.43700694,0.36,12
tr|Q9VXA3|Q9VXA3_DROME,647,0.4326197187016994,0.3755795981452859,212,0.7800621799999999,1.0,50
sp|P20007|PCKG_DROME,647,0.22939727975270452,0.02936630602782071,4,0.14799014,0.0,0
tr|Q9VC60|Q9VC60_DROME,647,0.800851081916538,0.9010819165378671,515,0.5379687,0.62,26
tr|Q9VWJ1|Q9VWJ1_DROME,647,0.18773407882534784,0.12364760432766615,17,0.10899600000000005,0.04,2
tr|Q9W2M0|Q9W2M0_DROME,647,0.4990796383307574,0.4435857805255023,77,0.8275239600000001,1.0,50
tr|Q9VS45|Q9VS45_DROME,647,0.3132369706336938,0.21638330757341576,60,0.39019207999999994,0.1,2
tr|Q8SZT1|Q8SZT1_DROME,647,0.6947724358578051,0.7789799072642968,240,0.6392629799999999,0.8,32
sp|P13054|KNRL_DROME,647,0.6711193941267386,0.768160741885626,256,0.11392986000000002,0.0,0
tr|M9PDT9|M9PDT9_DROME,647,0.18579882380216386,0.11901081916537867,20,0.05314859999999998,0.0,0
sp|Q8MSU3|FRRS1_DROME,647,0.22374156259659983,0.11282843894899536,19,0.29761152,0.22,11
tr|O97132|O97132_DROME,646,0.08703639473684212,0.03869969040247678,16,0.50979734,0.5,16
tr|Q9VVP2|Q9VVP2_DROME,646,0.08478623374612992,0.0,0,0.01688734,0.0,0
tr|M9PCF9|M9PCF9_DROME,646,0.4197928266253866,0.33591331269349844,59,0.5646055,0.62,24
tr|A1Z782|A1Z782_DROME,646,0.33293057585139285,0.2801857585139319,81,0.15293943999999998,0.0,0
tr|Q7KT29|Q7KT29_DROME,646,0.09377031114551064,0.04953560371517028,24,0.30415028,0.16,7
tr|A8JNV9|A8JNV9_DROME,646,0.05769358359133128,0.0,0,0.010540040000000002,0.0,0
tr|Q9VY04|Q9VY04_DROME,646,0.27790013931888524,0.06346749226006192,11,0.24929258000000007,0.0,0
tr|Q9VJ57|Q9VJ57_DROME,646,0.4068790263157893,0.3065015479876161,73,0.28352306,0.0,0
tr|Q8IH57|Q8IH57_DROME,646,0.28819361455108367,0.2631578947368421,121,0.9214678399999998,1.0,50
tr|Q9VP77|Q9VP77_DROME,646,0.43744362693498473,0.34210526315789475,63,0.26663285999999997,0.06,3
tr|M9NE35|M9NE35_DROME,645,0.28159371472868194,0.05271317829457364,9,0.19827811999999997,0.0,0
tr|X2JDS9|X2JDS9_DROME,645,0.6481065596899216,0.6821705426356589,115,0.7819902999999999,1.0,50
tr|Q9VX11|Q9VX11_DROME,645,0.2224285426356587,0.04806201550387597,10,0.12368896000000003,0.0,0
sp|Q24256|BARH2_DROME,645,0.7497492589147285,0.7953488372093023,307,0.8758921,1.0,50
sp|Q7JQF1|OAMB_DROME,645,0.29924773333333377,0.30387596899224806,46,0.03236706,0.0,0
tr|Q86BL9|Q86BL9_DROME,644,0.11889269254658366,0.0,0,0.08910606,0.0,0
sp|Q95RU0|CUE_DROME,644,0.1962130108695653,0.043478260869565216,20,0.052451019999999994,0.0,0
tr|A1Z714|A1Z714_DROME,644,0.444137678571428,0.36024844720496896,65,0.37108680000000005,0.14,6
sp|Q24266|BTD_DROME,644,0.5313260978260875,0.5186335403726708,154,0.8124552400000001,0.92,45
sp|Q8IA42|GALT4_DROME,644,0.23542025465838515,0.10559006211180125,17,0.22082014000000005,0.16,8
tr|Q9VIP6|Q9VIP6_DROME,644,0.19222047049689436,0.04813664596273292,19,0.08257196,0.0,0
tr|Q9VIA5|Q9VIA5_DROME,644,0.06929666770186327,0.0,0,0.014719280000000001,0.0,0
tr|M9PF00|M9PF00_DROME,644,0.23388007919254677,0.18322981366459629,26,0.35118702,0.18,2
sp|Q9VCP0|ELOA1_DROME,643,0.5833183748055987,0.5287713841368584,212,0.40143460000000003,0.18,6
tr|Q9VAL2|Q9VAL2_DROME,643,0.2274483219284602,0.029548989113530325,7,0.18107229999999996,0.02,1
tr|Q960F7|Q960F7_DROME,643,0.2975730451010883,0.1181959564541213,40,0.5083134399999999,0.5,23
tr|Q9VEM4|Q9VEM4_DROME,643,0.1955811041990671,0.012441679626749611,3,0.2822778,0.06,3
tr|Q9XZ22|Q9XZ22_DROME,643,0.574352253499222,0.6174183514774495,218,0.5300232999999999,0.46,23
sp|A8JQX3|NOCT_DROME,642,0.36098650778816244,0.27258566978193144,52,0.6525001599999999,0.92,29
tr|Q9VNZ9|Q9VNZ9_DROME,642,0.1568272071651094,0.02336448598130841,12,0.37267871999999996,0.24,12
tr|Q9VYN4|Q9VYN4_DROME,642,0.11130589719626172,0.018691588785046728,4,0.11212366,0.0,0
tr|Q9VRX1|Q9VRX1_DROME,642,0.12429609345794379,0.020249221183800622,9,0.22975675999999998,0.0,0
sp|P82910|HSP70_DROME,642,0.3748513676012456,0.21806853582554517,65,0.3425804800000002,0.1,2
sp|O15945|ARNT_DROME,642,0.5370352383177577,0.5171339563862928,216,0.40840222,0.2,4
sp|P02825|HSP71_DROME,642,0.3748513676012456,0.21806853582554517,65,0.3425804800000002,0.1,2
tr|Q9VEN3|Q9VEN3_DROME,642,0.4585328146417448,0.42679127725856697,165,0.19200734000000005,0.0,0
tr|Q9VHR5|Q9VHR5_DROME,642,0.2373543862928349,0.10124610591900311,23,0.12246386000000004,0.0,0
sp|Q9VEC1|MED17_DROME,642,0.27060236604361393,0.10903426791277258,22,0.3718289400000001,0.0,0
tr|Q9V9V7|Q9V9V7_DROME,642,0.49630343146417394,0.4205607476635514,141,0.7650688000000002,1.0,50
tr|Q9VGG4|Q9VGG4_DROME,641,0.1064779531981279,0.0093603744149766,5,0.15812204,0.1,5
tr|Q9VWV6|Q9VWV6_DROME,641,0.264235864274571,0.031201248049921998,15,0.10557099999999997,0.0,0
sp|Q9VEK6|SUR8_DROME,641,0.34019497815912647,0.22776911076443057,141,0.7863074999999998,0.94,45
sp|Q9VA00|ZWILC_DROME,641,0.24618881123244965,0.10764430577223089,27,0.18738542000000002,0.0,0
sp|Q9W4C5|NAAT1_DROME,641,0.0743031560062402,0.054602184087363496,35,0.52572856,0.7,35
tr|Q8IQZ7|Q8IQZ7_DROME,641,0.19013656006240268,0.0405616224648986,14,0.2763260799999998,0.0,0
sp|Q8INI8|HSP72_DROME,641,0.3815380046801869,0.23712948517940718,64,0.3425804800000002,0.1,2
sp|Q9VG58|HSP74_DROME,641,0.3818993712948516,0.23712948517940718,64,0.3425804800000002,0.1,2
tr|Q9VYY8|Q9VYY8_DROME,641,0.3288559609984401,0.1684867394695788,40,0.73030196,0.84,40
sp|Q9BIR7|HSP75_DROME,641,0.3815380046801869,0.23712948517940718,64,0.3425804800000002,0.1,2
tr|Q9VQX6|Q9VQX6_DROME,641,0.22220039781591266,0.11700468018720749,45,0.7107419800000001,0.9,45
sp|Q9BIS2|HSP73_DROME,641,0.3815380046801869,0.23712948517940718,64,0.3425804800000002,0.1,2
sp|P29843|HSP7A_DROME,641,0.38776401560062346,0.21372854914196568,32,0.32043232000000005,0.08,2
tr|Q9I7N9|Q9I7N9_DROME,641,0.05191449921996877,0.0078003120124804995,5,0.30535357999999996,0.1,5
tr|M9NDR0|M9NDR0_DROME,641,0.6590445304212168,0.8081123244929798,422,0.32656273999999996,0.38,10
sp|Q8MRW5|ET96B_DROME,640,0.5265606874999997,0.5203125,87,0.49212529999999993,0.56,28
tr|Q9VF65|Q9VF65_DROME,640,0.07624062499999998,0.034375,18,0.47692678,0.44,18
tr|Q9VH46|Q9VH46_DROME,640,0.35971310937499956,0.2828125,143,0.18814783999999998,0.06,2
tr|Q9VTW5|Q9VTW5_DROME,640,0.5177361312500002,0.571875,156,0.7978854800000001,1.0,50
tr|Q8T0M4|Q8T0M4_DROME,640,0.6018978124999999,0.6390625,143,0.5820868400000001,0.66,19
tr|A1Z7P5|A1Z7P5_DROME,640,0.4587818687499996,0.38125,150,0.6185450399999999,0.68,34
tr|Q9VBR1|Q9VBR1_DROME,640,0.15825336562500006,0.01875,8,0.06586861999999999,0.0,0
tr|Q9VJR4|Q9VJR4_DROME,639,0.08772475430359915,0.046948356807511735,24,0.5041056399999999,0.56,24
sp|Q9VXE5|PAKM_DROME,639,0.5807032316118932,0.5774647887323944,294,0.47179282,0.36,13
tr|Q8T051|Q8T051_DROME,639,0.3831520140845071,0.30359937402190923,46,0.15078576,0.0,0
tr|Q9VXF6|Q9VXF6_DROME,639,0.4313522769953052,0.38341158059467917,135,0.14414500000000002,0.0,0
sp|Q24179|SLY1_DROME,639,0.20187385602503924,0.01564945226917058,4,0.12151689999999998,0.0,0
tr|Q9VK10|Q9VK10_DROME,639,0.44497290766823155,0.35524256651017216,222,0.15760632,0.0,0
tr|Q5U117|Q5U117_DROME,639,0.29323542566510175,0.12050078247261346,44,0.61610238,0.58,28
tr|Q9VFB9|Q9VFB9_DROME,639,0.3969911236306729,0.2863849765258216,94,0.21732063999999995,0.06,3
tr|Q8IPC5|Q8IPC5_DROME,639,0.23899497809076664,0.12050078247261346,35,0.5865937,0.84,19
tr|Q9W2R9|Q9W2R9_DROME,638,0.3517667068965523,0.20219435736677116,32,0.39819389999999993,0.16,5
tr|M9NF14|M9NF14_DROME,638,0.5167471394984328,0.41849529780564265,117,0.53579164,0.58,21
sp|Q9VNX8|EIF2A_DROME,638,0.3490942100313476,0.2946708463949843,178,0.28582614,0.14,7
tr|Q7JXB5|Q7JXB5_DROME,638,0.2262566363636364,0.023510971786833857,4,0.08912639999999997,0.0,0
tr|Q9I7H4|Q9I7H4_DROME,638,0.07062771786833844,0.01567398119122257,7,0.36406044000000004,0.2,7
tr|Q7K4M9|Q7K4M9_DROME,637,0.3526549089481947,0.2150706436420722,60,0.24176376000000002,0.04,2
sp|Q8T6B9|PUF68_DROME,637,0.35415882574568314,0.17582417582417584,39,0.7623175000000001,0.78,39
tr|Q9VEW1|Q9VEW1_DROME,637,0.548123450549451,0.6452119309262166,161,0.10513650000000001,0.0,0
tr|A1Z6N4|A1Z6N4_DROME,637,0.2411806263736261,0.16012558869701726,67,0.3464387,0.16,3
tr|Q9W2B3|Q9W2B3_DROME,637,0.14324657299843013,0.04709576138147567,15,0.23296787999999996,0.06,3
tr|Q9W4R7|Q9W4R7_DROME,637,0.2412858728414446,0.130298273155416,56,0.6001170200000001,0.64,18
tr|Q9W3K4|Q9W3K4_DROME,637,0.23675427943485078,0.06593406593406594,16,0.5058600400000003,0.4,16
sp|A8JUP7|HAYAN_DROME,637,0.4806934442700151,0.43956043956043955,224,0.17597832,0.0,0
tr|Q960Q8|Q960Q8_DROME,637,0.28231548822606,0.10832025117739404,53,0.7936746999999998,1.0,50
tr|Q9VQ60|Q9VQ60_DROME,637,0.18417147880690748,0.004709576138147566,1,0.06551656,0.0,0
tr|Q9VGE7|Q9VGE7_DROME,637,0.15926227001569845,0.0031397174254317113,1,0.03174888,0.0,0
sp|Q9VUW9|HIP14_DROME,637,0.12913562951334376,0.04866562009419152,27,0.5604322800000001,0.6,27
tr|Q7JQR3|Q7JQR3_DROME,637,0.2434360926216638,0.06907378335949764,12,0.1965859,0.0,0
sp|Q9Y0Y6|NRBP_DROME,637,0.4194184631083202,0.3532182103610675,60,0.8190724800000002,1.0,50
tr|Q9VVW2|Q9VVW2_DROME,636,0.20988620597484278,0.1509433962264151,61,0.04100004,0.0,0
tr|Q7KT16|Q7KT16_DROME,636,0.3127636210691828,0.10534591194968554,29,0.5641614799999999,0.68,29
tr|Q8MY02|Q8MY02_DROME,636,0.5720708946540887,0.6981132075471698,178,0.27544507999999995,0.2,7
tr|Q9V4E7|Q9V4E7_DROME,636,0.055259658805031454,0.03459119496855346,11,0.5042757800000001,0.44,11
tr|Q9VW78|Q9VW78_DROME,636,0.224950367924528,0.11006289308176101,13,0.35510492,0.28,10
tr|Q9VKJ8|Q9VKJ8_DROME,636,0.17475642452830206,0.007861635220125786,1,0.046665659999999984,0.0,0
tr|Q7JRC9|Q7JRC9_DROME,635,0.16671788661417306,0.03622047244094488,9,0.29238428000000005,0.18,9
tr|Q9VTT6|Q9VTT6_DROME,635,0.09750488188976378,0.007874015748031496,3,0.016266580000000003,0.0,0
sp|Q9V3G6|CNO10_DROME,635,0.27204638897637823,0.13070866141732285,26,0.4869018000000003,0.4,17
sp|A1Z6S7|GDS1_DROME,635,0.12069052913385811,0.0,0,0.2243839199999999,0.0,0
sp|P45975|SUV39_DROME,635,0.30323739212598405,0.15433070866141732,35,0.40267696000000003,0.0,0
tr|Q9VUK7|Q9VUK7_DROME,635,0.6699949086614172,0.8125984251968504,113,0.86104112,1.0,50
sp|Q24564|MERH_DROME,635,0.3446665118110235,0.32125984251968503,41,0.13603268,0.0,0
sp|P10105|LAB_DROME,635,0.7128179622047233,0.8204724409448819,179,0.81896798,1.0,50
sp|O97125|HSP68_DROME,635,0.34392002519685017,0.15275590551181104,33,0.24619582000000004,0.0,0
tr|A8JNS4|A8JNS4_DROME,635,0.793279411023622,0.9338582677165355,470,0.8029120399999999,1.0,50
tr|Q7KV34|Q7KV34_DROME,635,0.3825942393700786,0.3653543307086614,229,0.8984052600000001,1.0,50
tr|Q9W477|Q9W477_DROME,634,0.21051766088328058,0.0473186119873817,13,0.09445144000000001,0.0,0
