Protein_ID	MD5_Digest	Length	Analysis	Signature_Accession	Signature_Description	Start	Stop	Score	Status	Date	InterPro_Accession	InterPro_Description	GO_Annotations	Pathway_Annotations
XBmRNA63389|XBXL10_1g33590	1756b068de962da99cff318172e1ebc9	1092	Pfam	PF00096	"Zinc finger, C2H2 type"	480	502	0.68	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA63389|XBXL10_1g33590	1756b068de962da99cff318172e1ebc9	1092	Pfam	PF00096	"Zinc finger, C2H2 type"	424	446	0.0039	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA63389|XBXL10_1g33590	1756b068de962da99cff318172e1ebc9	1092	Pfam	PF00096	"Zinc finger, C2H2 type"	508	530	0.076	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA63389|XBXL10_1g33590	1756b068de962da99cff318172e1ebc9	1092	Pfam	PF00096	"Zinc finger, C2H2 type"	201	223	0.0011	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA63389|XBXL10_1g33590	1756b068de962da99cff318172e1ebc9	1092	Pfam	PF00096	"Zinc finger, C2H2 type"	145	167	0.0058	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA63389|XBXL10_1g33590	1756b068de962da99cff318172e1ebc9	1092	Pfam	PF00096	"Zinc finger, C2H2 type"	33	55	2	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA63389|XBXL10_1g33590	1756b068de962da99cff318172e1ebc9	1092	Pfam	PF00096	"Zinc finger, C2H2 type"	336	358	0.015	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA63389|XBXL10_1g33590	1756b068de962da99cff318172e1ebc9	1092	Pfam	PF00096	"Zinc finger, C2H2 type"	564	586	0.035	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA63389|XBXL10_1g33590	1756b068de962da99cff318172e1ebc9	1092	Pfam	PF00096	"Zinc finger, C2H2 type"	173	195	0.003	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA63389|XBXL10_1g33590	1756b068de962da99cff318172e1ebc9	1092	Pfam	PF00096	"Zinc finger, C2H2 type"	307	330	7.5	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA73703|XBXL10_1g39073	9a1cd4cc54b39edd2a79b3ae7220c670	476	Pfam	PF17751	SKICH domain	25	123	2.60E-23	T	7/5/2026	IPR041611	SKICH domain	-	-
XBmRNA20769|XBXL10_1g11036	97e28c6dd523483af112e97a1699e75e	902	Pfam	PF01094	Receptor family ligand binding region	40	381	1.20E-64	T	7/5/2026	IPR001828	"Receptor, ligand binding region"	-	-
XBmRNA20769|XBXL10_1g11036	97e28c6dd523483af112e97a1699e75e	902	Pfam	PF00060	Ligand-gated ion channel	545	825	1.40E-50	T	7/5/2026	IPR001320	"Ionotropic glutamate receptor, C-terminal"	-	-
XBmRNA20769|XBXL10_1g11036	97e28c6dd523483af112e97a1699e75e	902	Pfam	PF10613	Ligated ion channel L-glutamate- and glycine-binding site	416	530	1.20E-40	T	7/5/2026	IPR019594	"Ionotropic glutamate receptor, L-glutamate and glycine-binding domain"	-	-
XBmRNA54601|XBXL10_1g29021	3975e1be4b41e0de243498c30dea91a1	522	Pfam	PF00282	Pyridoxal-dependent decarboxylase conserved domain	78	445	1.20E-105	T	7/5/2026	IPR002129	"Pyridoxal phosphate-dependent decarboxylase, major domain"	-	-
XBmRNA64837|XBXL10_1g34362	c3d0b83106f9727334e6d00758847732	313	Pfam	PF04572	"Alpha 1,4-glycosyltransferase conserved region"	173	300	1.90E-35	T	7/5/2026	IPR007652	"Alpha 1,4-glycosyltransferase domain"	-	-
XBmRNA64837|XBXL10_1g34362	c3d0b83106f9727334e6d00758847732	313	Pfam	PF04488	Glycosyltransferase sugar-binding region containing DXD motif	48	156	4.20E-09	T	7/5/2026	IPR007577	"Glycosyltransferase, DXD sugar-binding motif"	-	-
XBmRNA45905|XBXL10_1g24553	a345324f1a7eae1f696808bbb29d787d	320	Pfam	PF06831	Formamidopyrimidine-DNA glycosylase H2TH domain	182	251	5.00E-09	T	7/5/2026	IPR015886	"Formamidopyrimidine-DNA glycosylase, H2TH DNA-binding"	-	-
XBmRNA6653|XBXL10_1g3648	c41fad8a56fcb03104cdc43f09efb6eb	940	Pfam	PF01363	FYVE zinc finger	866	926	2.50E-17	T	7/5/2026	IPR000306	FYVE zinc finger	-	-
XBmRNA75137|XBXL10_1g39964	b8b4df496e1a31a2120ed2402af35a36	1943	Pfam	PF02736	Myosin N-terminal SH3-like domain	33	77	1.90E-09	T	7/5/2026	IPR004009	"Myosin, SH3 domain"	-	-
XBmRNA75137|XBXL10_1g39964	b8b4df496e1a31a2120ed2402af35a36	1943	Pfam	PF01576	Myosin tail	854	1932	5.30E-157	T	7/5/2026	IPR002928	Myosin tail	-	-
XBmRNA75137|XBXL10_1g39964	b8b4df496e1a31a2120ed2402af35a36	1943	Pfam	PF00063	Myosin head (motor domain)	89	775	4.40E-286	T	7/5/2026	IPR001609	"Myosin head, motor domain-like"	-	-
XBmRNA8890|XBXL10_1g4774	e883900271f3267898479bdc376a33e3	799	Pfam	PF00400	"WD domain, G-beta repeat"	148	184	1.40E-04	T	7/5/2026	IPR001680	WD40 repeat	-	-
XBmRNA8890|XBXL10_1g4774	e883900271f3267898479bdc376a33e3	799	Pfam	PF00400	"WD domain, G-beta repeat"	64	103	4.4	T	7/5/2026	IPR001680	WD40 repeat	-	-
XBmRNA8890|XBXL10_1g4774	e883900271f3267898479bdc376a33e3	799	Pfam	PF00400	"WD domain, G-beta repeat"	227	264	1.70E-04	T	7/5/2026	IPR001680	WD40 repeat	-	-
XBmRNA8890|XBXL10_1g4774	e883900271f3267898479bdc376a33e3	799	Pfam	PF00400	"WD domain, G-beta repeat"	267	303	10	T	7/5/2026	IPR001680	WD40 repeat	-	-
XBmRNA8890|XBXL10_1g4774	e883900271f3267898479bdc376a33e3	799	Pfam	PF00400	"WD domain, G-beta repeat"	187	223	10	T	7/5/2026	IPR001680	WD40 repeat	-	-
XBmRNA8890|XBXL10_1g4774	e883900271f3267898479bdc376a33e3	799	Pfam	PF00400	"WD domain, G-beta repeat"	109	144	0.026	T	7/5/2026	IPR001680	WD40 repeat	-	-
XBmRNA8890|XBXL10_1g4774	e883900271f3267898479bdc376a33e3	799	Pfam	PF08324	PUL domain	539	793	9.20E-58	T	7/5/2026	IPR013535	PUL domain	-	-
XBmRNA8890|XBXL10_1g4774	e883900271f3267898479bdc376a33e3	799	Pfam	PF09070	PFU (PLAA family ubiquitin binding)	352	464	6.70E-35	T	7/5/2026	IPR015155	PLAA family ubiquitin binding domain	-	-
XBmRNA66942|XBXL10_1g35451	36c46ba6ace34b2e2cd216e41b7a1111	288	Pfam	PF02089	Palmitoyl protein thioesterase	23	269	8.90E-68	T	7/5/2026	-	-	-	-
XBmRNA78438|XBXL10_1g41610	5cb19302788b70552f006c93befe9e6e	313	Pfam	PF00089	Trypsin	36	272	9.70E-60	T	7/5/2026	IPR001254	"Serine proteases, trypsin domain"	-	-
XBmRNA19420|XBXL10_1g10383	bd6a25889c0ab11e6bbb13c22cda15ac	587	Pfam	PF00078	Reverse transcriptase (RNA-dependent DNA polymerase)	141	316	1.20E-09	T	7/5/2026	IPR000477	Reverse transcriptase domain	-	-
XBmRNA5688|XBXL10_1g3143	93c50bd3e3051b8ebd77f332b8af1ed2	563	Pfam	PF00076	RNA recognition motif	204	272	1.90E-09	T	7/5/2026	IPR000504	RNA recognition motif domain	-	-
XBmRNA5688|XBXL10_1g3143	93c50bd3e3051b8ebd77f332b8af1ed2	563	Pfam	PF00076	RNA recognition motif	11	74	0.033	T	7/5/2026	IPR000504	RNA recognition motif domain	-	-
XBmRNA4706|XBXL10_1g2680	e007b7867cf803f9998d2961a8a172e8	115	Pfam	PF01187	Macrophage migration inhibitory factor (MIF)	2	115	2.20E-47	T	7/5/2026	IPR001398	Macrophage migration inhibitory factor	-	-
XBmRNA49318|XBXL10_1g26409	fdb6e704acdc4057dcb556b70788b894	269	Pfam	PF13499	EF-hand domain pair	71	138	8.90E-04	T	7/5/2026	IPR002048	EF-hand domain	-	-
XBmRNA82091|XBXL10_1g43613	eabd51647872076d2d78098f35fa2c78	1299	Pfam	PF00757	Furin-like cysteine rich region	184	336	1.50E-24	T	7/5/2026	IPR006211	Furin-like cysteine-rich domain	-	-
XBmRNA82091|XBXL10_1g43613	eabd51647872076d2d78098f35fa2c78	1299	Pfam	PF07714	Protein tyrosine and serine/threonine kinase	710	964	1.60E-91	T	7/5/2026	IPR001245	"Serine-threonine/tyrosine-protein kinase, catalytic domain"	-	-
XBmRNA82091|XBXL10_1g43613	eabd51647872076d2d78098f35fa2c78	1299	Pfam	PF14843	Growth factor receptor domain IV	503	634	1.50E-41	T	7/5/2026	IPR032778	Growth factor receptor domain 4	-	-
XBmRNA82091|XBXL10_1g43613	eabd51647872076d2d78098f35fa2c78	1299	Pfam	PF01030	Receptor L domain	359	478	1.60E-23	T	7/5/2026	IPR000494	Receptor L-domain	-	-
XBmRNA82091|XBXL10_1g43613	eabd51647872076d2d78098f35fa2c78	1299	Pfam	PF01030	Receptor L domain	59	170	2.50E-24	T	7/5/2026	IPR000494	Receptor L-domain	-	-
XBmRNA82091|XBXL10_1g43613	eabd51647872076d2d78098f35fa2c78	1299	Pfam	PF21314	Epidermal growth factor receptor transmembrane-juxtamembrane segment	644	679	2.40E-09	T	7/5/2026	IPR049328	"Epidermal growth factor receptor-like, transmembrane-juxtamembrane segment"	-	-
XBmRNA74266|XBXL10_1g39403	fe937d608b516ce52edd5c2a2b2bab0d	453	Pfam	PF07690	Major Facilitator Superfamily	49	404	5.40E-46	T	7/5/2026	IPR011701	Major facilitator superfamily	-	-
XBmRNA35966|XBXL10_1g19461	beccf78f12ae258e9dc9c479cdecbebc	534	Pfam	PF00743	Flavin-binding monooxygenase-like	3	532	1.80E-247	T	7/5/2026	IPR020946	Flavin monooxygenase-like	-	-
XBmRNA75065|XBXL10_1g39910	4ddccef2558e2a1b166dea031db4c9c3	398	Pfam	PF00433	Protein kinase C terminal domain	345	389	1.80E-04	T	7/5/2026	IPR017892	"Protein kinase, C-terminal"	-	-
XBmRNA75065|XBXL10_1g39910	4ddccef2558e2a1b166dea031db4c9c3	398	Pfam	PF00069	Protein kinase domain	67	324	8.40E-61	T	7/5/2026	IPR000719	Protein kinase domain	-	-
XBmRNA10210|XBXL10_1g5471	f0a939ecf9e80d80db2771f9424d6d1b	337	Pfam	PF02893	GRAM domain	23	125	3.50E-21	T	7/5/2026	IPR004182	GRAM domain	-	-
XBmRNA36315|XBXL10_1g19631	450a9338e61d4c5d6e1cb396267d6f56	271	Pfam	PF04739	"5'-AMP-activated protein kinase beta subunit, interaction domain"	201	270	1.10E-26	T	7/5/2026	IPR006828	Association with the SNF1 complex (ASC) domain	-	-
XBmRNA36315|XBXL10_1g19631	450a9338e61d4c5d6e1cb396267d6f56	271	Pfam	PF16561	Glycogen recognition site of AMP-activated protein kinase	77	159	9.30E-31	T	7/5/2026	IPR032640	"AMP-activated protein kinase, glycogen-binding domain"	-	-
XBmRNA8061|XBXL10_1g4350	f4db31eb7aa41648364a266c113bf628	324	Pfam	PF04845	PurA ssDNA and RNA-binding protein	33	298	2.20E-98	T	7/5/2026	IPR006628	Purine-rich element binding protein family	-	-
XBmRNA19192|XBXL10_1g10259	3e1cb14ca2b8b780c262b9c12e9bdcb6	321	Pfam	PF02318	FYVE-type zinc finger	46	158	8.40E-31	T	7/5/2026	IPR041282	FYVE-type zinc finger	-	-
XBmRNA38006|XBXL10_1g20645	54bba79d88e4fd6a02e84f6a58f9968e	709	Pfam	PF00651	BTB/POZ domain	15	117	8.20E-21	T	7/5/2026	IPR000210	BTB/POZ domain	-	-
XBmRNA38006|XBXL10_1g20645	54bba79d88e4fd6a02e84f6a58f9968e	709	Pfam	PF00096	"Zinc finger, C2H2 type"	664	687	4	T	7/5/2026	IPR013087	Zinc finger C2H2-type	-	-
XBmRNA66709|XBXL10_1g35348	1576137f0819e5501aaaa2ec9aa6d40c	386	Pfam	PF00568	WH1 domain	4	107	1.30E-30	T	7/5/2026	IPR000697	WH1/EVH1 domain	-	-
XBmRNA66709|XBXL10_1g35348	1576137f0819e5501aaaa2ec9aa6d40c	386	Pfam	PF08776	VASP tetramerisation domain	350	382	5.60E-12	T	7/5/2026	IPR014885	VASP tetramerisation	-	-
XBmRNA77895|XBXL10_1g41282	7a5db9c14773036b5298fd9c3c1a9768	545	Pfam	PF13927	Immunoglobulin domain	188	270	2.00E-08	T	7/5/2026	-	-	-	-
XBmRNA77895|XBXL10_1g41282	7a5db9c14773036b5298fd9c3c1a9768	545	Pfam	PF00095	WAP-type (Whey Acidic Protein) 'four-disulfide core'	27	73	0.0029	T	7/5/2026	IPR008197	WAP-type 'four-disulfide core' domain	-	-
XBmRNA77895|XBXL10_1g41282	7a5db9c14773036b5298fd9c3c1a9768	545	Pfam	PF00014	Kunitz/Bovine pancreatic trypsin inhibitor domain	361	411	1.90E-13	T	7/5/2026	IPR002223	Pancreatic trypsin inhibitor Kunitz domain	-	-
XBmRNA77895|XBXL10_1g41282	7a5db9c14773036b5298fd9c3c1a9768	545	Pfam	PF00014	Kunitz/Bovine pancreatic trypsin inhibitor domain	302	353	3.20E-06	T	7/5/2026	IPR002223	Pancreatic trypsin inhibitor Kunitz domain	-	-
XBmRNA43295|XBXL10_1g23233	56bbf5ae4ecec8234391a698b97937e7	381	Pfam	PF22675	"KHDC4/BBP-like, KH-domain type I"	117	219	3.80E-13	T	7/5/2026	IPR055256	"KHDC4/BBP-like, KH-domain type I"	-	-
XBmRNA43295|XBXL10_1g23233	56bbf5ae4ecec8234391a698b97937e7	381	Pfam	PF16544	Homodimerisation region of STAR domain protein	34	86	1.40E-20	T	7/5/2026	IPR032377	"STAR protein, homodimerisation region"	-	-
XBmRNA43295|XBXL10_1g23233	56bbf5ae4ecec8234391a698b97937e7	381	Pfam	PF16551	Putative nuclear localisation signal of quaking	352	381	1.80E-17	T	7/5/2026	IPR032367	"Protein quaking, putative nuclear localisation signal"	-	-
XBmRNA33933|XBXL10_1g18466	a64804cbbf62ba111e0005901f46f26b	843	Pfam	PF00343	Carbohydrate phosphorylase	115	828	0	T	7/5/2026	IPR000811	"Glycosyl transferase, family 35"	-	-
XBmRNA51844|XBXL10_1g27624	bc448ce266b6ac4cc0cd3e71c28639ef	374	Pfam	PF00400	"WD domain, G-beta repeat"	81	112	0.32	T	7/5/2026	IPR001680	WD40 repeat	-	-
XBmRNA51844|XBXL10_1g27624	bc448ce266b6ac4cc0cd3e71c28639ef	374	Pfam	PF00400	"WD domain, G-beta repeat"	116	154	5.60E-04	T	7/5/2026	IPR001680	WD40 repeat	-	-
XBmRNA51844|XBXL10_1g27624	bc448ce266b6ac4cc0cd3e71c28639ef	374	Pfam	PF00400	"WD domain, G-beta repeat"	239	277	5.9	T	7/5/2026	IPR001680	WD40 repeat	-	-
XBmRNA51844|XBXL10_1g27624	bc448ce266b6ac4cc0cd3e71c28639ef	374	Pfam	PF00400	"WD domain, G-beta repeat"	40	71	83	T	7/5/2026	IPR001680	WD40 repeat	-	-
XBmRNA14544|XBXL10_1g7714	50c24f20abfa8141308ca53f5e0b9e2e	533	Pfam	PF13927	Immunoglobulin domain	32	96	8.30E-05	T	7/5/2026	-	-	-	-
XBmRNA14544|XBXL10_1g7714	50c24f20abfa8141308ca53f5e0b9e2e	533	Pfam	PF07679	Immunoglobulin I-set domain	147	196	0.037	T	7/5/2026	IPR013098	Immunoglobulin I-set	-	-
XBmRNA14544|XBXL10_1g7714	50c24f20abfa8141308ca53f5e0b9e2e	533	Pfam	PF01582	TIR domain	372	524	1.80E-22	T	7/5/2026	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain	-	-
XBmRNA4160|XBXL10_1g2249	b1f79639d6ee43fbf6615d2741c6e96d	428	Pfam	PF02096	60Kd inner membrane protein	134	332	1.30E-32	T	7/5/2026	IPR028055	"Membrane insertase YidC/Oxa/ALB, C-terminal"	-	-
XBmRNA61068|XBXL10_1g32374	4c6586cd65ffdf51d3d5aa090a78fc0a	475	Pfam	PF00169	PH domain	49	162	4.80E-05	T	7/5/2026	IPR001849	Pleckstrin homology domain	-	-
XBmRNA70732|XBXL10_1g37468	519fe4d774dfc94af5e4e818d1cc09e7	445	Pfam	PF00091	"Tubulin/FtsZ family, GTPase domain"	3	211	8.50E-60	T	7/5/2026	IPR003008	"Tubulin/FtsZ, GTPase domain"	-	-
XBmRNA70732|XBXL10_1g37468	519fe4d774dfc94af5e4e818d1cc09e7	445	Pfam	PF03953	Tubulin C-terminal domain	261	382	1.50E-40	T	7/5/2026	IPR018316	"Tubulin/FtsZ, 2-layer sandwich domain"	-	-
XBmRNA10186|XBXL10_1g5458	07e7aaa9fe5ea6bccdcb926cb10ee77c	312	Pfam	PF00857	Isochorismatase domain	129	277	2.40E-24	T	7/5/2026	IPR000868	Isochorismatase-like domain	-	-
XBmRNA10186|XBXL10_1g5458	07e7aaa9fe5ea6bccdcb926cb10ee77c	312	Pfam	PF26960	ISOC1 N-terminal ubiquitin-like domain	40	114	1.80E-38	T	7/5/2026	IPR059933	"ISOC1, N-terminal ubiquitin-like domain"	-	-
XBmRNA52554|XBXL10_1g27988	5374bbcade7c230c4759ce7a8dbbeaa2	330	Pfam	PF05308	Mitochondrial fission regulator	24	253	9.90E-75	T	7/5/2026	IPR007972	Mitochondrial fission regulator 1	-	-
XBmRNA73882|XBXL10_1g39200	f2c1bd98b538dc7a25564fb8db4783bf	378	Pfam	PF00887	Acyl CoA binding protein	13	89	6.30E-25	T	7/5/2026	IPR000582	"Acyl-CoA-binding protein, ACBP"	-	-
XBmRNA29351|XBXL10_1g15712	9a4030eddb059844bf0f0421e035b6bc	571	Pfam	PF00640	Phosphotyrosine interaction domain (PTB/PID)	162	317	3.10E-40	T	7/5/2026	IPR006020	PTB/PI domain	-	-
XBmRNA29351|XBXL10_1g15712	9a4030eddb059844bf0f0421e035b6bc	571	Pfam	PF00017	SH2 domain	470	541	3.20E-10	T	7/5/2026	IPR000980	SH2 domain	-	-
XBmRNA7530|XBXL10_1g4088	8754acaec3ae3f1389ff02d70afbcf64	1801	Pfam	PF12851	Oxygenase domain of the 2OGFeDO superfamily	1130	1703	8.30E-58	T	7/5/2026	IPR024779	"2OGFeDO JBP1/TET, oxygenase domain"	-	-
XBmRNA45591|XBXL10_1g24352	d626e950b626e65df76b2a7d84a56a1e	149	Pfam	PF00168	C2 domain	22	117	0.0015	T	7/5/2026	IPR000008	C2 domain	-	-
XBmRNA74341|XBXL10_1g39446	2f2a6a7a63d8095432494c5fc6c1d5c6	972	Pfam	PF06424	"PRP1 splicing factor, N-terminal"	45	200	3.00E-52	T	7/5/2026	IPR010491	"PRP1 splicing factor, N-terminal"	-	-
XBmRNA74341|XBXL10_1g39446	2f2a6a7a63d8095432494c5fc6c1d5c6	972	Pfam	PF14559	Tetratricopeptide repeat	652	708	0.0027	T	7/5/2026	-	-	-	-
XBmRNA74341|XBXL10_1g39446	2f2a6a7a63d8095432494c5fc6c1d5c6	972	Pfam	PF13432	Tetratricopeptide repeat	714	767	15	T	7/5/2026	-	-	-	-
XBmRNA49034|XBXL10_1g26224	0cbaca61d322f1c6acd46217a4bcc12c	261	Pfam	PF01529	DHHC palmitoyltransferase	136	255	2.00E-28	T	7/5/2026	IPR001594	"Palmitoyltransferase, DHHC domain"	-	-
XBmRNA4695|XBXL10_1g2675	ccc780e1a7d6b5124e53c4e2549e6144	242	Pfam	PF00043	"Glutathione S-transferase, C-terminal domain"	121	201	3.20E-05	T	7/5/2026	IPR004046	"Glutathione S-transferase, C-terminal"	-	-
XBmRNA4695|XBXL10_1g2675	ccc780e1a7d6b5124e53c4e2549e6144	242	Pfam	PF13417	"Glutathione S-transferase, N-terminal domain"	7	82	0.0023	T	7/5/2026	IPR004045	"Glutathione S-transferase, N-terminal"	-	-
XBmRNA11009|XBXL10_1g5883	48fec071cbf2d4c974af9e5da2148eb3	402	Pfam	PF15303	E3 ubiquitin-protein ligase Arkadia N-terminus	84	227	1.70E-17	T	7/5/2026	IPR029306	"E3 ubiquitin-protein ligase Arkadia, N-terminal"	-	-
XBmRNA80317|XBXL10_1g42720	02033e37075aa66015c2e507067a8794	425	Pfam	PF08466	Inward rectifier potassium channel N-terminal	1	47	5.40E-21	T	7/5/2026	IPR013673	"Potassium channel, inwardly rectifying, Kir, N-terminal"	-	-
XBmRNA80317|XBXL10_1g42720	02033e37075aa66015c2e507067a8794	425	Pfam	PF17655	Inward rectifier potassium channel C-terminal domain	193	365	5.30E-72	T	7/5/2026	IPR041647	"Inward rectifier potassium channel, C-terminal"	-	-
XBmRNA80317|XBXL10_1g42720	02033e37075aa66015c2e507067a8794	425	Pfam	PF01007	Inward rectifier potassium channel transmembrane domain	48	186	1.00E-59	T	7/5/2026	IPR040445	"Potassium channel, inwardly rectifying, transmembrane domain"	-	-
XBmRNA14584|XBXL10_1g7743	f39a9935840ba6d991e4cf256fb3d3f9	340	Pfam	PF13879	Hemingway/CFA97	28	122	4.60E-22	T	7/5/2026	IPR029488	Hemingway/CFA97	-	-
XBmRNA54415|XBXL10_1g28928	b4b83f5882abf2b2ac1e11fc18f6e74c	1265	Pfam	PF00005	ABC transporter	1041	1192	5.60E-28	T	7/5/2026	IPR003439	"ABC transporter-like, ATP-binding domain"	-	-
XBmRNA54415|XBXL10_1g28928	b4b83f5882abf2b2ac1e11fc18f6e74c	1265	Pfam	PF00005	ABC transporter	407	556	3.40E-32	T	7/5/2026	IPR003439	"ABC transporter-like, ATP-binding domain"	-	-
XBmRNA54415|XBXL10_1g28928	b4b83f5882abf2b2ac1e11fc18f6e74c	1265	Pfam	PF00664	ABC transporter transmembrane region	56	339	8.80E-69	T	7/5/2026	IPR011527	"ABC transporter type 1, transmembrane domain"	-	-
XBmRNA54415|XBXL10_1g28928	b4b83f5882abf2b2ac1e11fc18f6e74c	1265	Pfam	PF00664	ABC transporter transmembrane region	701	974	2.40E-59	T	7/5/2026	IPR011527	"ABC transporter type 1, transmembrane domain"	-	-
XBmRNA26012|XBXL10_1g13700	6d9858e60a0bd8ddda2589a871f9495c	202	Pfam	PF01161	Phosphatidylethanolamine-binding protein	86	190	5.40E-11	T	7/5/2026	IPR008914	Phosphatidylethanolamine-binding protein	-	-
XBmRNA5003|XBXL10_1g2815	4a67a55551db3f9743d4da4c2c3d9611	281	Pfam	PF07200	Modifier of rudimentary (Mod(r)) protein	10	153	2.10E-34	T	7/5/2026	IPR009851	"Modifier of rudimentary, Modr"	-	-
XBmRNA49367|XBXL10_1g26437	dae5accb9e944a8ab077a83aef681546	463	Pfam	PF13873	Myb/SANT-like DNA-binding domain	87	164	2.60E-15	T	7/5/2026	IPR028002	Myb/SANT-like DNA-binding domain 5	-	-
XBmRNA25045|XBXL10_1g13214	ef966bc7629a8c643e6293787fbc5108	208	Pfam	PF00692	dUTPase	78	206	7.30E-45	T	7/5/2026	IPR029054	dUTPase-like	-	-
XBmRNA17067|XBXL10_1g9165	eb0d79b536ad57a35557fc488e4fa77b	485	Pfam	PF02198	Sterile alpha motif (SAM)/Pointed domain	125	206	6.70E-23	T	7/5/2026	IPR003118	Pointed domain	-	-
XBmRNA17067|XBXL10_1g9165	eb0d79b536ad57a35557fc488e4fa77b	485	Pfam	PF00178	Ets-domain	316	396	2.00E-32	T	7/5/2026	IPR000418	Ets domain	-	-
XBmRNA54654|XBXL10_1g29061	ecdb029a3587850c60a69fa654b2cc43	2248	Pfam	PF01391	Collagen triple helix repeat (20 copies)	1406	1464	1.40E-06	T	7/5/2026	IPR008160	Collagen triple helix repeat	-	-
XBmRNA54654|XBXL10_1g29061	ecdb029a3587850c60a69fa654b2cc43	2248	Pfam	PF00092	von Willebrand factor type A domain	28	197	4.80E-31	T	7/5/2026	IPR002035	"von Willebrand factor, type A"	-	-
XBmRNA54654|XBXL10_1g29061	ecdb029a3587850c60a69fa654b2cc43	2248	Pfam	PF00092	von Willebrand factor type A domain	250	419	1.40E-21	T	7/5/2026	IPR002035	"von Willebrand factor, type A"	-	-
XBmRNA54654|XBXL10_1g29061	ecdb029a3587850c60a69fa654b2cc43	2248	Pfam	PF00092	von Willebrand factor type A domain	1771	1916	6.40E-13	T	7/5/2026	IPR002035	"von Willebrand factor, type A"	-	-
XBmRNA54654|XBXL10_1g29061	ecdb029a3587850c60a69fa654b2cc43	2248	Pfam	PF00092	von Willebrand factor type A domain	1974	2135	1.40E-25	T	7/5/2026	IPR002035	"von Willebrand factor, type A"	-	-
XBmRNA54654|XBXL10_1g29061	ecdb029a3587850c60a69fa654b2cc43	2248	Pfam	PF00092	von Willebrand factor type A domain	642	800	5.50E-30	T	7/5/2026	IPR002035	"von Willebrand factor, type A"	-	-
XBmRNA54654|XBXL10_1g29061	ecdb029a3587850c60a69fa654b2cc43	2248	Pfam	PF00092	von Willebrand factor type A domain	457	623	1.40E-34	T	7/5/2026	IPR002035	"von Willebrand factor, type A"	-	-
XBmRNA54654|XBXL10_1g29061	ecdb029a3587850c60a69fa654b2cc43	2248	Pfam	PF00092	von Willebrand factor type A domain	829	1000	1.10E-36	T	7/5/2026	IPR002035	"von Willebrand factor, type A"	-	-
XBmRNA54654|XBXL10_1g29061	ecdb029a3587850c60a69fa654b2cc43	2248	Pfam	PF00092	von Willebrand factor type A domain	1019	1185	8.40E-30	T	7/5/2026	IPR002035	"von Willebrand factor, type A"	-	-
XBmRNA47132|XBXL10_1g25251	bc6a6a2a6cf3e5a3d494e966358b96f3	301	Pfam	PF00685	Sulfotransferase domain	56	289	8.10E-61	T	7/5/2026	IPR000863	Sulfotransferase domain	-	-
XBmRNA8123|XBXL10_1g4368	f0a9b6b33103a247f90e124418e89b17	1098	Pfam	PF04851	"Type III restriction enzyme, res subunit"	450	519	0.007	T	7/5/2026	IPR006935	"Helicase/UvrB, N-terminal"	-	-
XBmRNA8123|XBXL10_1g4368	f0a9b6b33103a247f90e124418e89b17	1098	Pfam	PF09416	RNA helicase (UPF2 interacting domain)	100	251	2.80E-73	T	7/5/2026	IPR018999	"RNA helicase UPF1, Cys/His rich zinc-binding domain"	-	-
XBmRNA8123|XBXL10_1g4368	f0a9b6b33103a247f90e124418e89b17	1098	Pfam	PF18141	"RNA helicase UPF1, 1B domain"	303	393	4.70E-27	T	7/5/2026	IPR040812	"RNA helicase UPF1, 1B domain"	-	-
XBmRNA8123|XBXL10_1g4368	f0a9b6b33103a247f90e124418e89b17	1098	Pfam	PF13087	AAA domain	659	855	4.20E-60	T	7/5/2026	IPR041679	"DNA2/NAM7 helicase-like, C-terminal"	-	-
XBmRNA8123|XBXL10_1g4368	f0a9b6b33103a247f90e124418e89b17	1098	Pfam	PF13086	AAA domain	547	650	2.00E-24	T	7/5/2026	IPR041677	"DNA2/NAM7 helicase, helicase domain"	-	-
XBmRNA71231|XBXL10_1g37697	93e7352b158996e4a0238125b9c89811	524	Pfam	PF13499	EF-hand domain pair	124	193	6.70E-05	T	7/5/2026	IPR002048	EF-hand domain	-	-
XBmRNA71231|XBXL10_1g37697	93e7352b158996e4a0238125b9c89811	524	Pfam	PF13499	EF-hand domain pair	58	120	2.00E-09	T	7/5/2026	IPR002048	EF-hand domain	-	-
XBmRNA71231|XBXL10_1g37697	93e7352b158996e4a0238125b9c89811	524	Pfam	PF00153	Mitochondrial carrier protein	334	420	2.30E-21	T	7/5/2026	IPR018108	"Mitochondrial carrier protein, transmembrane region"	-	-
